139,139_NJCL,South Amboy
140,140_MNE,South Orange
141,141_NJCL,Spring Lake
142,142_PASC,Spring Valley
143,143_MNE,Stirling
144,144_MNBN,Suffern
145,145_MNE,Summit
146,146_PASC,Teterboro
147,147_BNTN,Towaco
148,148_NEC,Trenton Transit Center
149,149_MNBN,Tuxedo
38105,38105_RARV,Union
150,150_BNTN,Upper Montclair
151,151_MNBN,Waldwick
152,152_BNTN,Walnut Street
153,153_BNTN,Watchung Avenue
154,154_BNTN,Watsessing Avenue
39635,39635_BNTN,Wayne/Route 23 Transit Center
155,155_RARV,Westfield
156,156_PASC,Westwood
157,157_RARV,White House
160,160_PASC,Wood Ridge
158,158_NJCL,Woodbridge
159,159_PASC,Woodcliff Lake
159,159_PASC,Woodcliff Lake
