stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
488,13729,"NJ RT 4 AT RIVER RD",,40.900799,-74.028523,0
489,13741,"NJ RT 4 AT RIVER RD",,40.900440,-74.027650,0
490,13733,"NJ RT 4 AT TEANECK RD",,40.890449,-74.003583,0
491,13738,"NJ RT 4 AT TEANECK RD",,40.890679,-74.003471,0
492,13735,"RT-4 AT LAFAYETTE AVE",,40.886199,-73.993002,0
493,13731,"RT-4 460' W OF QUEEN ANNE RD.",,40.892419,-74.009631,0
494,13811,"WEST ENGLEWOOD AVE AT JEFFERSON ST",,40.906669,-74.021162,0
495,13810,"WEST ENGLEWOOD AVE AT HUDSON RD",,40.905570,-74.018051,0
496,13631,"CEDAR LN AT TEANECK RD",,40.884648,-74.008612,0
498,11805,"ANDERSON AVE AT EDGEWATER RD",,40.821298,-73.991062,8195
500,11808,"ANDERSON AVE AT HENRY ST",,40.813050,-73.998753,0
501,30235,"ANDERSON AVE AT KAMENA ST",,40.815059,-73.996093,8192
502,21489,"WOODCLIFF AVE AT PALISADE PLAZA",,40.807468,-73.999223,32
504,11825,"FAIRVIEW AVE AT MAPLE ST",,40.820388,-74.005881,0
505,11807,"ANDERSON AVE AT WALKER ST",,40.816719,-73.994771,0
506,11802,"ANDERSON AVE AT FAIRVIEW AVE",,40.810469,-74.000584,8192
507,11828,"FAIRVIEW AVE AT GRANT ST",,40.810858,-74.001273,32
508,11803,"ANDERSON AVE AT HENRY ST",,40.812798,-73.998832,0
509,12969,"FOREST AVE AT MIDLAND AVE",,40.946148,-74.051321,8192
510,12970,"MAYWOOD AVE AT SPRING VALLEY AVE",,40.935110,-74.051391,0
511,12978,"PARAMUS RD AT BERGEN COMM. COLLEGE",,40.953039,-74.094022,0
513,12980,"PARAMUS RD AT MIDLAND AVE.",,40.961397,-74.093063,0
514,12979,"PARAMUS RD AT E RIDGEWOOD AVE",,40.971758,-74.090882,0
516,12993,"RT 4 AT FOREST AVE",,40.916418,-74.056330,8195
517,12996,"RT 4 AT FOREST AVE",,40.915950,-74.053573,0
518,12994,"RT 4 AT FOREST AVE",,40.915618,-74.053342,0
519,12992,"RT-4 245' W OF SPRING VALLEY RD",,40.918030,-74.062221,0
520,12975,"IKEA DRIVE",,40.923360,-74.074912,0
521,12991,"RT-4 875' E OF GARDEN STATE PKWY",,40.921688,-74.076793,0
522,12995,"RT-4 1720'E OF FOREST AVENUE (MALL AT IV)",,40.914319,-74.047462,8192
523,12998,"RT-4 245' W OF SPRING VALLEY RD",,40.918318,-74.062282,0
524,12999,"RT-4 330' E OF GARDEN STATE PKWY#",,40.922507,-74.078382,0
525,12542,"RUTHERFORD AVE AT STUYVESANT AVE",,40.820399,-74.120530,0
526,12561,"WALL ST WEST AT GARLAND WAY WESTBOUND",,40.805468,-74.100041,0
528,12546,"RUTHERFORD AVE AT POLITO AVE",,40.810299,-74.103441,0
529,12563,"WALL ST. WEST AT GARLAND WAY",,40.806429,-74.104030,0
532,12514,"CHUBB AVE AT VALLEY BROOK AVE",,40.798148,-74.100021,0
535,12516,"CHUBB AVE 2376' N OF VALLEY BROOK AVE",,40.803319,-74.097251,0
536,12556,"VALLEY BROOK AVE 627' W OF CHUBB AVE",,40.799368,-74.102041,0
537,12397,"BROAD AVE NORTH OF FORT LEE RD",,40.863370,-73.986850,0
538,12387,"BROAD AVE AT CHRISTIE HEIGHTS ST",,40.867168,-73.983943,0
539,12394,"BROAD AVE AT CHRISTIE HEIGHTS ST",,40.867420,-73.983954,0
540,12400,"BROAD AVE AT CHRISTIE ST",,40.858780,-73.990131,0
541,12384,"BROAD AVE AT CRESCENT AVE",,40.860388,-73.988790,0
542,12398,"BROAD AVE AT FORT LEE RD",,40.861599,-73.988110,0
543,12385,"BROAD AVE AT FORT LEE RD",,40.861909,-73.987682,0
544,12395,"BROAD AVE AT HARRISON ST",,40.866537,-73.984571,0
545,12402,"BROAD AVE AT HIGHWOOD AVE",,40.856848,-73.991531,0
546,12386,"BROAD AVE AT HILLSIDE AVE",,40.865170,-73.985351,0
547,12396,"BROAD AVE AT HILLSIDE AVE",,40.865428,-73.985373,0
548,12391,"BROAD AVE AT LAKEVIEW AVE",,40.871678,-73.980862,0
549,12404,"BROAD AVE AT OAKDENE AVE",,40.854118,-73.993481,0
550,12389,"BROAD AVE AT OVERLOOK AVE",,40.870187,-73.981730,0
551,12392,"BROAD AVE AT OVERLOOK AVE",,40.869798,-73.982210,0
552,12382,"BROAD AVE AT PARK AVE",,40.857440,-73.990921,0
553,12401,"BROAD AVE AT PARK AVE",,40.857727,-73.990892,0
555,12381,"BROAD AVE AT SYLVAN AVE",,40.855708,-73.992162,0
556,12393,"BROAD AVE AT VAN ORDEN AVE",,40.869138,-73.982683,0
557,12388,"BROAD AVE AT VREELAND AVE",,40.868858,-73.982702,0
558,12383,"BROAD AVE AT WESTVIEW AVE",,40.858928,-73.989832,0
559,12414,"FORT LEE RD AT BROAD AVE",,40.861660,-73.987671,0
560,12409,"FORT LEE RD AT CHESTNUT ST",,40.859859,-73.984040,0
